date,date_start,date_end,date_middle,sample_size,leader_party,leader_name,satisfaction_leader,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2011-08-24,2011-08-16,2011-08-24,2011-08-20,1001,Sinn Féin,Gerry Adams,Dissatisfied,0.37,0.35,0.38,0.31,0.36,0.43,0.44,0.3,0.44,0.37,0.41,0.34,0.34,0.37,0.37,NA,NA,NA,0.37,NA,0.28,0.37,0.32,0.43,0.36,0.13,0.3,0.38,0.4,NA,NA,NA,NA,NA,NA,NA
2011-08-24,2011-08-16,2011-08-24,2011-08-20,1001,Sinn Féin,Gerry Adams,No opinion,0.16,0.13,0.18,0.16,0.15,0.16,0.15,0.17,0.14,0.16,0.16,0.16,0.13,0.16,0.15,NA,NA,NA,0.15,NA,0.21,0.22,0.13,0.12,0.26,0.05,0.05,0.2,0.22,NA,NA,NA,NA,NA,NA,NA
2011-08-24,2011-08-16,2011-08-24,2011-08-20,1001,Green Party,Eamon Ryan,Satisfied,0.34,0.28,0.39,0.41,0.33,0.28,0.35,0.33,0.35,0.33,0.35,0.3,0.38,0.35,0.31,NA,NA,NA,0.36,NA,0.09,0.18,0.37,0.37,0.32,0.28,0.77,0.33,0.26,NA,NA,NA,NA,NA,NA,NA
2011-08-24,2011-08-16,2011-08-24,2011-08-20,1001,Green Party,Eamon Ryan,Dissatisfied,0.47,0.53,0.42,0.43,0.48,0.49,0.46,0.48,0.46,0.47,0.45,0.49,0.48,0.44,0.52,NA,NA,NA,0.46,NA,0.66,0.55,0.51,0.48,0.42,0.54,0.18,0.46,0.46,NA,NA,NA,NA,NA,NA,NA
2011-08-24,2011-08-16,2011-08-24,2011-08-20,1001,Green Party,Eamon Ryan,No opinion,0.19,0.19,0.19,0.16,0.19,0.23,0.19,0.19,0.19,0.2,0.2,0.21,0.14,0.21,0.17,NA,NA,NA,0.18,NA,0.25,0.27,0.11,0.15,0.26,0.18,0.05,0.21,0.28,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Fine Gael,Enda Kenny,Satisfied,0.41,0.46,0.35,0.38,0.39,0.45,0.44,0.37,0.49,0.4,0.42,0.42,0.37,0.4,0.42,NA,NA,NA,0.45,NA,0.24,0.23,0.38,0.82,NA,NA,0.19,0.31,0.21,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Fine Gael,Enda Kenny,Dissatisfied,0.56,0.5,0.61,0.57,0.58,0.51,0.53,0.59,0.46,0.56,0.52,0.55,0.59,0.57,0.54,NA,NA,NA,0.53,NA,0.72,0.64,0.56,0.15,NA,NA,0.79,0.66,0.72,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Fine Gael,Enda Kenny,No opinion,0.04,0.03,0.05,0.05,0.03,0.03,0.03,0.04,0.05,0.04,0.06,0.02,0.04,0.04,0.04,NA,NA,NA,0.02,NA,0.04,0.14,0.06,0.02,NA,NA,0.02,0.02,0.07,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Labour,Joan Burton,Satisfied,0.34,0.38,0.31,0.33,0.32,0.38,0.35,0.33,0.42,0.34,0.38,0.34,0.29,0.34,0.34,NA,NA,NA,0.37,NA,0.26,0.18,0.3,0.64,0.67,0.43,0.17,0.25,0.19,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Labour,Joan Burton,Dissatisfied,0.6,0.57,0.62,0.57,0.62,0.59,0.59,0.6,0.58,0.6,0.53,0.62,0.65,0.59,0.61,NA,NA,NA,0.58,NA,0.65,0.7,0.64,0.34,0.31,0.36,0.79,0.7,0.69,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Labour,Joan Burton,No opinion,0.06,0.06,0.07,0.09,0.06,0.04,0.06,0.07,0.01,0.06,0.1,0.05,0.05,0.07,0.06,NA,NA,NA,0.05,NA,0.1,0.13,0.06,0.03,0.02,0.21,0.04,0.05,0.11,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Fianna Fáil,Micheál Martin,Satisfied,0.33,0.35,0.31,0.33,0.29,0.37,0.31,0.34,0.36,0.33,0.34,0.31,0.34,0.33,0.32,NA,NA,NA,0.36,NA,0.24,0.17,0.65,0.42,0.4,0.38,0.27,0.22,0.2,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Fianna Fáil,Micheál Martin,Dissatisfied,0.56,0.54,0.58,0.56,0.59,0.53,0.57,0.54,0.61,0.57,0.49,0.62,0.55,0.56,0.56,NA,NA,NA,0.54,NA,0.65,0.65,0.27,0.5,0.56,0.45,0.66,0.63,0.63,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Fianna Fáil,Micheál Martin,No opinion,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.03,0.1,0.17,0.06,0.12,0.11,0.12,NA,NA,NA,0.1,NA,0.12,0.18,0.08,0.08,0.04,0.17,0.07,0.15,0.17,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Sinn Féin,Gerry Adams,Satisfied,0.46,0.52,0.41,0.52,0.47,0.4,0.42,0.5,0.46,0.43,0.5,0.54,0.37,0.49,0.43,NA,NA,NA,0.49,NA,0.45,0.33,0.37,0.35,0.5,0.48,0.86,0.42,0.36,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Sinn Féin,Gerry Adams,Dissatisfied,0.4,0.37,0.42,0.35,0.4,0.46,0.44,0.36,0.42,0.45,0.35,0.35,0.48,0.4,0.4,NA,NA,NA,0.39,NA,0.42,0.46,0.47,0.53,0.46,0.31,0.1,0.44,0.42,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Sinn Féin,Gerry Adams,No opinion,0.14,0.1,0.17,0.13,0.14,0.15,0.14,0.14,0.12,0.13,0.16,0.12,0.16,0.12,0.17,NA,NA,NA,0.13,NA,0.13,0.21,0.16,0.12,0.04,0.21,0.04,0.14,0.22,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Green Party,Eamon Ryan,Satisfied,0.25,0.24,0.25,0.35,0.22,0.16,0.25,0.25,0.23,0.2,0.29,0.28,0.19,0.27,0.21,NA,NA,NA,0.26,NA,0.19,0.23,0.32,0.26,0.29,0.88,0.26,0.22,0.18,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Green Party,Eamon Ryan,Dissatisfied,0.51,0.53,0.49,0.49,0.53,0.5,0.52,0.5,0.47,0.55,0.42,0.49,0.6,0.5,0.52,NA,NA,NA,0.49,NA,0.59,0.55,0.45,0.45,0.45,0.05,0.64,0.57,0.51,NA,NA,NA,NA,NA,NA,NA
2012-02-26,2012-02-15,2012-02-20,2012-02-17,914,Green Party,Eamon Ryan,No opinion,0.25,0.23,0.26,0.16,0.25,0.34,0.23,0.25,0.29,0.25,0.29,0.23,0.21,0.23,0.27,NA,NA,NA,0.25,NA,0.22,0.22,0.24,0.29,0.26,0.07,0.1,0.22,0.31,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Fine Gael,Enda Kenny,Satisfied,0.47,0.51,0.44,0.39,0.46,0.58,0.49,0.44,0.63,0.48,0.46,0.51,0.41,0.47,0.48,NA,NA,NA,0.5,0.46,0.31,0.28,0.44,0.86,0.57,0.49,0.24,0.31,0.35,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Fine Gael,Enda Kenny,Dissatisfied,0.46,0.44,0.48,0.52,0.48,0.37,0.42,0.51,0.33,0.43,0.47,0.45,0.49,0.45,0.47,NA,NA,NA,0.44,0.46,0.47,0.59,0.46,0.11,0.36,0.49,0.66,0.66,0.56,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Fine Gael,Enda Kenny,No opinion,0.07,0.05,0.08,0.09,0.06,0.05,0.09,0.06,0.04,0.09,0.06,0.04,0.1,0.08,0.05,NA,NA,NA,0.05,0.09,0.22,0.13,0.09,0.02,0.07,0.03,0.1,0.03,0.1,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Labour,Joan Burton,Satisfied,0.37,0.39,0.34,0.28,0.36,0.47,0.36,0.35,0.49,0.35,0.36,0.44,0.29,0.35,0.39,NA,NA,NA,0.4,0.37,0.27,0.18,0.28,0.68,0.59,0.33,0.22,0.2,0.25,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Labour,Joan Burton,Dissatisfied,0.52,0.51,0.53,0.53,0.55,0.47,0.52,0.54,0.45,0.5,0.53,0.52,0.54,0.52,0.52,NA,NA,NA,0.51,0.47,0.54,0.59,0.62,0.25,0.34,0.52,0.69,0.71,0.58,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Labour,Joan Burton,No opinion,0.11,0.1,0.13,0.19,0.09,0.06,0.12,0.12,0.06,0.15,0.11,0.04,0.18,0.13,0.09,NA,NA,NA,0.09,0.16,0.19,0.23,0.1,0.07,0.07,0.15,0.09,0.09,0.18,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Fianna Fáil,Micheál Martin,Satisfied,0.34,0.34,0.35,0.29,0.28,0.47,0.37,0.32,0.36,0.28,0.39,0.4,0.27,0.33,0.35,NA,NA,NA,0.37,0.33,0.07,0.21,0.71,0.45,0.37,0.36,0.15,0.27,0.23,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Fianna Fáil,Micheál Martin,Dissatisfied,0.5,0.51,0.49,0.51,0.59,0.38,0.47,0.52,0.52,0.51,0.47,0.49,0.55,0.49,0.52,NA,NA,NA,0.48,0.48,0.64,0.61,0.27,0.44,0.46,0.47,0.65,0.61,0.54,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Fianna Fáil,Micheál Martin,No opinion,0.16,0.16,0.16,0.2,0.13,0.15,0.16,0.16,0.12,0.21,0.14,0.11,0.18,0.18,0.13,NA,NA,NA,0.15,0.19,0.29,0.18,0.03,0.12,0.18,0.17,0.2,0.12,0.23,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Sinn Féin,Gerry Adams,Satisfied,0.43,0.48,0.39,0.38,0.49,0.42,0.38,0.49,0.34,0.4,0.43,0.47,0.42,0.43,0.44,NA,NA,NA,0.45,0.38,0.48,0.28,0.41,0.37,0.4,0.45,0.8,0.5,0.31,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Sinn Féin,Gerry Adams,Dissatisfied,0.38,0.38,0.37,0.39,0.34,0.4,0.39,0.36,0.42,0.39,0.38,0.39,0.33,0.38,0.36,NA,NA,NA,0.37,0.38,0.22,0.47,0.47,0.48,0.4,0.45,0.11,0.31,0.39,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Sinn Féin,Gerry Adams,No opinion,0.19,0.14,0.24,0.23,0.17,0.18,0.22,0.16,0.24,0.21,0.19,0.14,0.25,0.19,0.2,NA,NA,NA,0.17,0.24,0.29,0.25,0.12,0.15,0.2,0.11,0.09,0.19,0.3,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Green Party,Eamon Ryan,Satisfied,0.29,0.29,0.29,0.3,0.27,0.3,0.32,0.27,0.27,0.28,0.28,0.31,0.3,0.3,0.29,NA,NA,NA,0.3,0.29,0.37,0.22,0.44,0.25,0.29,0.85,0.24,0.22,0.26,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Green Party,Eamon Ryan,Dissatisfied,0.39,0.41,0.38,0.42,0.4,0.35,0.35,0.42,0.36,0.38,0.41,0.39,0.38,0.39,0.4,NA,NA,NA,0.38,0.36,0.29,0.49,0.27,0.47,0.37,0.13,0.46,0.49,0.34,NA,NA,NA,NA,NA,NA,NA
2012-04-22,2012-04-11,2012-04-17,2012-04-14,946,Green Party,Eamon Ryan,No opinion,0.32,0.31,0.33,0.28,0.33,0.35,0.32,0.3,0.37,0.34,0.32,0.3,0.31,0.32,0.31,NA,NA,NA,0.32,0.34,0.34,0.29,0.29,0.28,0.34,0.02,0.31,0.29,0.4,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Fine Gael,Enda Kenny,Satisfied,0.42,0.45,0.39,0.38,0.41,0.48,0.49,0.35,0.56,0.41,0.43,0.39,0.49,0.4,0.45,NA,NA,NA,0.46,0.38,0.21,0.26,0.37,0.85,0.6,NA,0.11,0.22,0.29,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Fine Gael,Enda Kenny,Dissatisfied,0.52,0.51,0.54,0.49,0.57,0.5,0.46,0.58,0.42,0.53,0.51,0.57,0.46,0.53,0.51,NA,NA,NA,0.5,0.5,0.74,0.61,0.59,0.12,0.39,NA,0.83,0.71,0.62,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Fine Gael,Enda Kenny,No opinion,0.06,0.04,0.07,0.13,0.02,0.03,0.05,0.07,0.02,0.06,0.07,0.04,0.06,0.07,0.04,NA,NA,NA,0.04,0.12,0.05,0.13,0.05,0.03,0.01,NA,0.06,0.07,0.09,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Labour,Joan Burton,Satisfied,0.32,0.34,0.3,0.33,0.29,0.35,0.35,0.29,0.42,0.31,0.29,0.32,0.39,0.31,0.35,NA,NA,NA,0.33,0.29,0.17,0.25,0.26,0.59,0.51,0.24,0.13,0.15,0.25,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Labour,Joan Burton,Dissatisfied,0.59,0.58,0.59,0.5,0.64,0.61,0.56,0.61,0.55,0.57,0.6,0.61,0.56,0.59,0.59,NA,NA,NA,0.59,0.5,0.69,0.56,0.62,0.36,0.38,0.7,0.75,0.82,0.64,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Labour,Joan Burton,No opinion,0.09,0.08,0.1,0.17,0.06,0.04,0.09,0.1,0.03,0.12,0.11,0.07,0.05,0.11,0.06,NA,NA,NA,0.08,0.21,0.14,0.19,0.11,0.05,0.11,0.06,0.12,0.04,0.11,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Fianna Fáil,Micheál Martin,Satisfied,0.41,0.41,0.41,0.43,0.36,0.45,0.41,0.41,0.42,0.4,0.41,0.41,0.42,0.4,0.42,NA,NA,NA,0.44,0.49,0.23,0.27,0.79,0.52,0.43,0.27,0.26,0.25,0.29,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Fianna Fáil,Micheál Martin,Dissatisfied,0.47,0.47,0.46,0.42,0.53,0.44,0.45,0.47,0.53,0.43,0.46,0.5,0.49,0.45,0.49,NA,NA,NA,0.45,0.31,0.59,0.52,0.16,0.36,0.46,0.67,0.64,0.67,0.51,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Fianna Fáil,Micheál Martin,No opinion,0.13,0.12,0.13,0.16,0.11,0.11,0.15,0.12,0.05,0.17,0.13,0.1,0.1,0.15,0.09,NA,NA,NA,0.11,0.2,0.18,0.21,0.05,0.12,0.11,0.06,0.1,0.09,0.2,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Sinn Féin,Gerry Adams,Satisfied,0.42,0.51,0.33,0.42,0.46,0.35,0.37,0.45,0.39,0.42,0.45,0.37,0.43,0.41,0.42,NA,NA,NA,0.41,0.4,0.36,0.51,0.32,0.31,0.42,NA,0.8,0.42,0.32,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Sinn Féin,Gerry Adams,Dissatisfied,0.42,0.38,0.46,0.37,0.41,0.5,0.45,0.4,0.46,0.39,0.4,0.45,0.46,0.4,0.45,NA,NA,NA,0.44,0.34,0.46,0.29,0.43,0.54,0.43,NA,0.12,0.45,0.48,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Sinn Féin,Gerry Adams,No opinion,0.16,0.11,0.21,0.21,0.13,0.15,0.18,0.15,0.15,0.19,0.15,0.18,0.11,0.18,0.13,NA,NA,NA,0.16,0.26,0.17,0.2,0.25,0.15,0.15,NA,0.08,0.13,0.2,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Green Party,Eamon Ryan,Satisfied,0.29,0.32,0.26,0.37,0.26,0.24,0.29,0.29,0.31,0.33,0.29,0.23,0.31,0.29,0.3,NA,NA,NA,0.29,0.31,0.33,0.28,0.24,0.34,0.41,0.79,0.25,0.22,0.27,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Green Party,Eamon Ryan,Dissatisfied,0.41,0.42,0.4,0.37,0.46,0.39,0.39,0.43,0.38,0.35,0.42,0.47,0.38,0.42,0.39,NA,NA,NA,0.41,0.28,0.47,0.41,0.47,0.36,0.32,0.12,0.49,0.57,0.36,NA,NA,NA,NA,NA,NA,NA
2012-05-23,2012-05-18,2012-05-23,2012-05-20,973,Green Party,Eamon Ryan,No opinion,0.3,0.25,0.34,0.26,0.28,0.37,0.32,0.28,0.3,0.31,0.29,0.29,0.31,0.29,0.32,NA,NA,NA,0.3,0.41,0.2,0.3,0.29,0.31,0.26,0.09,0.26,0.2,0.37,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Fine Gael,Enda Kenny,Satisfied,0.29,0.34,0.25,0.25,0.33,0.29,0.32,0.23,0.58,0.25,0.29,0.32,0.33,0.25,0.37,0.29,0.29,0.3,0.32,0.35,0.14,0.16,0.27,0.72,NA,0.29,0.13,0.23,0.16,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Fine Gael,Enda Kenny,Dissatisfied,0.65,0.62,0.68,0.66,0.62,0.66,0.61,0.71,0.37,0.69,0.63,0.63,0.64,0.69,0.59,0.66,0.65,0.64,0.64,0.6,0.76,0.67,0.64,0.25,NA,0.64,0.85,0.76,0.71,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Fine Gael,Enda Kenny,No opinion,0.06,0.04,0.07,0.09,0.04,0.05,0.06,0.05,0.06,0.07,0.07,0.05,0.04,0.07,0.04,0.06,0.05,0.06,0.04,0.05,0.1,0.17,0.09,0.03,NA,0.07,0.02,0.01,0.13,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Labour,Joan Burton,Satisfied,0.41,0.42,0.4,0.31,0.41,0.53,0.46,0.33,0.74,0.31,0.42,0.45,0.48,0.34,0.52,0.44,0.36,0.43,0.44,0.39,0.26,0.21,0.55,0.79,0.77,0.33,0.19,0.28,0.28,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Labour,Joan Burton,Dissatisfied,0.49,0.45,0.52,0.55,0.5,0.4,0.4,0.58,0.23,0.57,0.47,0.47,0.42,0.54,0.4,0.46,0.53,0.46,0.47,0.49,0.57,0.59,0.4,0.13,0.21,0.64,0.74,0.61,0.54,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Labour,Joan Burton,No opinion,0.1,0.13,0.08,0.14,0.1,0.08,0.14,0.09,0.03,0.12,0.11,0.08,0.1,0.12,0.08,0.1,0.11,0.1,0.09,0.11,0.17,0.2,0.06,0.08,0.02,0.03,0.07,0.11,0.18,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Fianna Fáil,Micheál Martin,Satisfied,0.37,0.38,0.36,0.34,0.39,0.37,0.38,0.34,0.44,0.28,0.45,0.36,0.39,0.34,0.41,0.41,0.27,0.42,0.39,0.33,0.2,0.27,0.71,0.41,0.26,0.5,0.33,0.28,0.24,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Fianna Fáil,Micheál Martin,Dissatisfied,0.5,0.5,0.5,0.5,0.52,0.48,0.48,0.52,0.48,0.58,0.43,0.51,0.46,0.53,0.45,0.45,0.59,0.45,0.49,0.53,0.67,0.47,0.18,0.49,0.62,0.4,0.56,0.63,0.53,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Fianna Fáil,Micheál Martin,No opinion,0.13,0.13,0.14,0.17,0.09,0.15,0.14,0.14,0.09,0.14,0.12,0.12,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.26,0.11,0.1,0.12,0.1,0.11,0.09,0.23,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Sinn Féin,Gerry Adams,Satisfied,0.4,0.47,0.34,0.42,0.43,0.35,0.34,0.45,0.4,0.42,0.38,0.37,0.47,0.4,0.42,0.44,0.38,0.4,0.42,0.41,0.32,0.27,0.36,0.33,0.29,NA,0.89,0.28,0.26,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Sinn Féin,Gerry Adams,Dissatisfied,0.47,0.45,0.49,0.44,0.47,0.5,0.55,0.4,0.57,0.41,0.49,0.54,0.43,0.44,0.53,0.47,0.47,0.48,0.47,0.39,0.4,0.52,0.54,0.6,0.65,NA,0.07,0.66,0.43,NA,NA,NA,NA,NA,NA,NA
2014-10-25,2014-10-14,2014-10-22,2014-10-18,920,Sinn Féin,Gerry Adams,No opinion,0.13,0.08,0.16,0.13,0.1,0.14,0.12,0.14,0.04,0.16,0.13,0.09,0.1,0.17,0.06,0.09,0.15,0.13,0.11,0.2,0.28,0.21,0.1,0.08,0.06,NA,0.04,0.06,0.31,NA,NA,NA,NA,NA,NA,NA
